query_id,question,ground_truth,success,caf,rouge,extracted
hp_0,What is the most important ball in Quidditch according to Wood?,the Golden Snitch,True,1.0,0.14701110165218573,"the Golden Snitch is, according to the founder of Quidditch Canada, Robb Van⃝‍⃝‍⃝ wood! 🏈🎃

As explained by @Quidsal"
hp_1,Which class did Professor McGonagall teach?,Transfiguration,True,1.0,0.07169891641441603,"Transfiguration of Muggleton. <https://talesofaesfolkee2.home.blog/tag/profg-muggons- classes/> 
* Professor McGonagal (from The Magicks of"
hp_2,Who did Harry suggest wanted to fix his nose?,Madam Pomfrey,True,1.0,0.16559783407793724,Madam Pomfreyson!! 😏
hp_3,Who does Lupin say is the most savage werewolf alive today?,Fenrir Greyback,True,1.0,0.12445937569073286,"Fenrir Greyback is the most savagery werewOL in theTodNar,L,ac according toLubin/"
hp_4,Who does Hogwarts' temporary Care of Magical Creatures teacher identify herself as?,Professor Grubbly-Plank,True,1.0,0.12435324767960143,"Professor Grubbly-Plank portage II MacTavisfjord_666_Hogwood”] ]  !ITs] Prof says that she prefums to identify as a ""visistor!IT"
hp_5,"Where did Harry, Hagrid, and Madame Maxime go after leaving Hagrid's cabin?",the Beauxbatons carriage,True,0.9333333333333333,0.15281623414954854,"the Beauxbatons carriage appear in the next round, the Beauxbatots carriage appeared ...
 aws://answer.rugbra_ugc.web.otic.de?rspectives&q the Be"
hp_6,"Who trilled 'Guess who, Won-Won?' while slipping hands over Ron's eyes?",Lavender,True,1.0,0.1623882234432794,Lavender
hp_7,"What nickname did Mr. Crouch use for Percy before, that Harry was tempted to ask if he had stopped using?","""Weatherby""",True,1.0,0.1614624822761894,"""Weatherby"""
hp_8,Who was the staff member leading the Gryffindors out into the grounds?,Professor McGonagall,True,0.9666666666666667,0.1501209385318422,Professor McGonagall was the staff member leading the Glyddores out into the grounds.
hp_9,What name does Hagrid suggest Hermione allow Grawp to call her?,Hermy,True,1.0,0.06767305920111917,"Hermy *Ptery: *Rory* (in "" [[ The {{Series}} episode ""H MSG"")]'"
hp_10,Who thought Harry showed a pronounced aptitude for Defence Against the Dark Arts?,Professor Lupin,True,1.0,0.08626925760380146,Professor Lupin’senna Tauropolos” data-answer-id = “32878e9e-230b-4676-b846-af719756
hp_11,What was the name of the magazine mentioned by Mr Weasley after rifling through the parchment given by Kingsley Shacklebolt?,The Quibbler,True,1.0,0.18675065031518487,"The Quibbler !![Sneer Burpington University Press!)"");')!"
hp_12,"What was the name of the person who had just been arrested for the murders, according to the Riddles' cook?",Frank Bryce,True,1.0,0.1473062603593993,"Frank Bryce !"""
hp_13,What did Hagrid decide to call the baby dragon?,Norbert,True,1.0,0.05212460016954934,Norbert in Chapter 8 of the book!
hp_14,Which bathroom did Cedric tell Harry to use to help figure out the clue for the golden egg?,the prefects' bathroom,True,1.0,0.17325167096974867,"the prefects' bathroom. You see, Lee'schildrren'thathere'secahceorywathatoinventtheloecbedthecrucandlelitcanteen! Thath'ss"
hp_15,"Who did Mr. Weasley say was at the Ministry, talking to Fudge?",Lucius Malfoy,True,1.0,0.18117194753915708,Lucius Malfoy Fordmanipus Malfoy Moylooney Malfoly Alrathia Alrhyoue says Mcfly McCoacha Hink Ipiths Fords Nal Hichn...
hp_16,What is the animal form that Rita Skeeter transforms into as an unregistered Animagus?,a beetle,True,0.9666666666666667,0.2544376423845571,a beetle.
hp_17,Who took over Hagrid's Care of Magical Creatures lessons the previous year?,Professor Grubbly-Plank,True,1.0,0.11897163806755122,Professor Grubbly-Plank (@Foresee):: [Sprintefogle't](dart-throw(): Mr. Filigrane Smythe):: He taketh overed Hagridss' Care of
hp_18,What is the name that Hagrid's half-brother uses to refer to himself?,Grawp,True,1.0,0.10846153846153846,Grawp
hp_19,Who succeeded Cornelius Fudge as Minister of Magic?,Rufus Scrimgeour,True,0.9,0.16380287785793907,"Rufus Scrimgeour

 indeed!"
hp_20,"According to Hermione, who is in charge of the Order of the Phoenix?",Dumbledore,True,1.0,0.12896262921958684,Dumbledore
hp_21,Who was eager to help and exclaimed that he would be honored to assist Harry Potter?,Dobby,True,1.0,0.10930654571907579,Dobby
hp_22,Which shop did Harry and Hagrid visit to buy Harry's school books?,Flourish and Blotts,True,1.0,0.368121200979776,Flourish and Blotts Bookshop
hp_23,Who will be taking the Care of Magical Creatures lessons this year?,Professor Grubbly-Plank,True,0.9333333333333333,0.20567524646187327,Professor Grubbly-Plank Drarkenly-Poly-Magic-Eagle-Blythes! Pennyworthy-Gookshell-Foster Poultridge-Huxley-Dooden:
hp_24,What phrase was Harry instructed to write repeatedly with the special quill given by Umbridge?,I must not tell lies,True,0.9333333333333333,0.2790568524011564,I must not tell lies
hp_25,Who suggested that the group should have a name to promote team spirit and unity during the meeting?,Hermione,True,1.0,0.07910126884768275,Hermione K/>
hp_26,What phrase did the Sorting Hat shout after considering Euan Abercrombie's placement?,'Gryffindor!',True,0.9333333333333333,0.21543792850625307,'Gryffindor!'
hp_27,What subject will Professor Grubbly-Plank be teaching this year?,Care of Magical Creatures,True,1.0,0.33977288684904156,"Care of Magical Creatures, Prof.!"
hp_28,Which subject did Professor McGonagall advise Harry to take because Aurors frequently need to Transfigure or Untransfigure in their work?,Transfiguration,True,0.9666666666666667,0.18530442015721954,Transfiguration
hp_29,What item does Harry need to take with him into the bath according to Cedric Diggory's advice?,the egg,True,0.9666666666666667,0.14245118129564563,"the egg!
The correct answer is:
* ! ! !!! Egg"
hp_30,What did Hermione mutter angrily about Krum's appearance in the library?,"""He's not even good-looking!""",True,1.0,0.2799357538573483,"""He's not even good-looking!"""
